# started on Fri May  1 00:43:53 2026

4500000,,dTLB-load-misses,4500000,100.00,,
131457,,page-faults,166964207,100.00,,
2000000000,,instructions,2000000000,100.00,,
4000000000,,cycles,4000000000,100.00,,
