# started on Fri May 15 20:53:48 2026

11936,,dTLB-load-misses,56879007,100.00,,
392,,page-faults,56879007,100.00,,
23935703,,instructions,56879007,100.00,0.11,insn per cycle
216412653,,cycles,56879007,100.00,,
