# started on Fri May 15 20:57:34 2026

5639989,,dTLB-load-misses,22728212551,100.00,,
753,,page-faults,22728212551,100.00,,
58806370436,,instructions,22728212551,100.00,0.66,insn per cycle
88895789673,,cycles,22728212551,100.00,,
