# started on Fri May 15 20:53:46 2026

11777,,dTLB-load-misses,56818612,100.00,,
391,,page-faults,56818612,100.00,,
23939366,,instructions,56818612,100.00,0.11,insn per cycle
218114541,,cycles,56818612,100.00,,
