# started on Fri May 15 21:01:17 2026

4114629,,dTLB-load-misses,22369534061,100.00,,
498,,page-faults,22369534061,100.00,,
58451384672,,instructions,22369534061,100.00,0.66,insn per cycle
87986666999,,cycles,22369534061,100.00,,
