# started on Fri May 15 21:36:41 2026

3883361,,dTLB-load-misses,39800348591,100.00,,
578,,page-faults,39800348591,100.00,,
38684233779,,instructions,39800348591,100.00,0.53,insn per cycle
72775245451,,cycles,39800348591,100.00,,
